ID	OldID	Name	Chebi	Compartment	Formula
M_ethamp		O-phosphoethanolamine(1-)	CHEBI:17553	c	C2H7NO4P
M_etoh		Ethanol	CHEBI:16236	c | e | m	C2H6O
M_f1p		fructose-1-phosphate(2-)	CHEBI:37515	c | n	C6H11O9P
M_f26bp		D-Fructose 2,6-bisphosphate(4-)	CHEBI:28602	c | n	C6H10O12P2
M_f6p		beta-D-fructofuranose 6-phosphate(2-)	CHEBI:16084	c | m | n	C6H11O9P
M_fa10_0_10o	M_oxdca	10-oxodecanoate	CHEBI:17130	c	C10H17O3
M_fa10_0_10oh	M_ohdca	10-hydroxycaprate	CHEBI:17409	c	C10H19O3
M_fa10_0	M_dca	caprate	CHEBI:30813	c | m	C10H19O2
M_fa12_0_11me	M_c13iso	11-Methyldodecanoate	CHEBI:77359	c | m	C13H25O2
M_fa12_0	M_ddca	Dodecanoate (n-C12:0)	CHEBI:30805;CHEBI:41882	c | m	C12H23O2
M_fa14_0_13me	M_c15iso	13-Methyltetradecanoate	CHEBI:39250	c	C15H29O2
M_fa14_0	M_ttdca	tetradecanoate	CHEBI:44232;CHEBI:28875	c | e | m	C14H27O2
M_fa16_0_15me	M_c17iso	15-Methylhexadecanoate	CHEBI:70850	c	C17H33O2
M_fa16_0	M_hdca	Hexadecanoate	CHEBI:15756	c | e | m | n	C16H31O2
M_fa16_1_9z		Palmitoleic acid	CHEBI:78095;CHEBI:28716;CHEBI:44696	c	C16H29O2
M_fa18_0	M_ocdca	octadecanoate	CHEBI:28842;CHEBI:45710	c | e | m	C18H35O2
M_fa18_1_9z	M_ocdce9a	oleate	CHEBI:16196	c	C18H33O2
M_fa18_2_9z12z	M_lnlc	linoleate	CHEBI:17351;CHEBI:42395	c | e	C18H31O2
M_fa18_3_6z9z12z	M_lnlncg	gamma-linolenate	CHEBI:28661	c	C18H29O2
M_fa18_3_9z12z15	M_lnlnca	alpha-linolenate	CHEBI:43891;CHEBI:27432	c	C18H29O2
M_fa20_0	M_arach	arachidate	CHEBI:28822	c | e | m	C20H39O2
M_fa20_3_8z11z14z	M_dlnlcg	dihomo-gamma-linolenate	CHEBI:53486	c	C20H33O2
M_fa20_4_5z8z11z14z	M_arachd	arachidonate	CHEBI:15843;CHEBI:40501	c | e	C20H31O2
M_fa21_0	M_fa21	henicosanoate	CHEBI:39248	c	C21H41O2
M_fa22_0	M_docosac	behenate	CHEBI:28941	c | m	C22H43O2
M_fa24_0	M_ttc	lignocerate	CHEBI:28866	c | e | m	C24H47O2
M_fa26_0	M_hexc	cerotate	CHEBI:31009	c | m	C26H51O2
M_fa28_0	M_octaco	octacosanoate	CHEBI:31001	c	C28H55O2
M_fa30_0	M_triac	triacontanoate	CHEBI:31003	c	C30H59O2
M_fa6_0	M_hxa	Hexanoate	CHEBI:17120;CHEBI:30776	c | m	C6H11O2
M_fa8_0	M_octa	octanoate	CHEBI:25646;CHEBI:28837	c | m	C8H15O2
M_fad		FAD(3-)	CHEBI:16238	c | e | m | n	C27H30N9O15P2
M_fadh2		FADH2(2-)	CHEBI:17877	c | m | n	C27H33N9O15P2
M_fald		Formaldehyde	CHEBI:16842	c | m | n	CH2O
M_fataccoa		fatty acyl CoA(4-)	CHEBI:37554	c | m | n	C22H31N7O17P3SR
M_fatacid		fatty acid	CHEBI:35366	c | m	CO2R
M_fdp		D-Fructose 1,6-bisphosphate(4-)	CHEBI:40595;CHEBI:28013	c | n	C6H10O12P2
M_fecost		fucosterol	CHEBI:27865	c	C29H48O
M_fmn		FMN(3-)	CHEBI:42587;CHEBI:17621	c | e | m	C17H18N4O9P
M_fol		Folate(2-)	CHEBI:27470;CHEBI:42610	c | e	C19H17N7O6
M_for		Formate	CHEBI:42460;CHEBI:30751	c | e | m | n	CHO2
M_for_isogln		formyl-isoglutamine(1-)	CHEBI:80654	c	C6H9N2O4
M_forglu		N-Formimidoyl-L-glutamate	CHEBI:7274	c	C6H9N2O4
M_fprica		5-formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide(2-)	CHEBI:18381	c	C10H13N4O9P
M_frdp		2-trans,6-trans-farnesyl diphosphate(3-) | trans, trans -Farnesyl diphosphate	CHEBI:17407	c | n	C15H25O7P2
M_fru_B		Beta-D-fructose	CHEBI:47693;CHEBI:28645	c | n	C6H12O6
M_fuc1p_L		Beta-L-fucose 1-phosphate(2-)	CHEBI:12387	c | n	C6H11O8P
M_fum		Fumarate(2-)	CHEBI:18012	c | e | m	C4H2O4
M_g1p_B		beta-D-glucose 1-phosphate(2-)	CHEBI:16218;CHEBI:10398	c	C6H11O9P
M_g1p		alpha-D-Glucose 1-phosphate(2-)	CHEBI:29042	c | m | n	C6H11O9P
M_g3p		Glyceraldehyde 3-phosphate(2-)	CHEBI:17138	c | m | n	C3H5O6P
M_g3pc		sn-Glycero-3-phosphocholine	CHEBI:16870	c	C8H21NO6P
M_g3pe		sn-Glycero-3-phosphoethanolamine	CHEBI:16929	c	C5H14NO6P
M_g6p_A		alpha-D-glucose 6-phosphate(2-)	CHEBI:17665	c | m | n	C6H11O9P
M_g6p_B		beta-D-glucose-6-phosphate(2-)	CHEBI:17719	c | m | n	C6H11O9P
M_gal		D-Galactose	CHEBI:10384;CHEBI:10383;CHEBI:27667;CHEBI:42776	c | e | m | n	C6H12O6
M_gal1p		alpha-D-Galactose 1-phosphate(2-)	CHEBI:16077;CHEBI:17973	c | m	C6H11O9P
M_galside_cho		cerebroside	CHEBI:23079	c	C25H46NO8R
M_galt		Galactitol	CHEBI:16813	c | e	C6H14O6
M_gam		D-Glucosamine(1+)	CHEBI:28393	c | e	C6H14NO5
M_gam6p		D-Glucosamine 6-phosphate(1-)	CHEBI:47987	c | e | m | n	C6H13NO8P
M_gcald		Glycolaldehyde	CHEBI:17071	c | e | m	C2H4O2
M_gchola		glycocholate	CHEBI:42804;CHEBI:17687	c | e	C26H42NO6
M_gcynala		gamma-Glutamyl-beta-cyanoalanine(1-)	CHEBI:10565	c	C9H12N3O5
M_gdp		GDP(3-)	CHEBI:17552	c | m | n	C10H12N5O11P2
M_gdpddman		GDP-4-dehydro-6-deoxy-D-mannose(2-)	CHEBI:16955;CHEBI:5214	c | m	C16H21N5O15P2
M_gdpfuc		GDP-L-fucose(2-)	CHEBI:17009	c | m | n	C16H23N5O15P2
M_gdpg		GDP-D-glucose(2-)	CHEBI:17383	c	C16H23N5O16P2
M_gdpmann		GDP-D-mannose(2-)	CHEBI:84880	c | m | n	C16H23N5O16P2
M_ggdp		all-trans-geranyl-geranyl diphosphate(3-)	CHEBI:48861	c	C20H33O7P2
M_glc_aD		alpha-D-Glucose	CHEBI:17925;CHEBI:10242;CHEBI:40557	c | m | n	C6H12O6
M_glc_bD		Beta-D-glucose	CHEBI:10397;CHEBI:15903;CHEBI:41140	c | e | m | n	C6H12O6
M_glcn		D-Gluconate	CHEBI:33198	c | e	C6H11O7
M_glcr		D-Glucarate(2-)	CHEBI:5393;CHEBI:16002;CHEBI:14311	c | e	C6H8O8
M_gln__L	M_gln_L	L-glutamine	CHEBI:18050;CHEBI:42812;CHEBI:21308;CHEBI:5432	c | e | m	C5H10N2O3
M_glu__L	M_glu_L	L-glutamate	CHEBI:21301;CHEBI:16015	c | e | m	C5H8NO4
M_glu_gly_phe		Glu-Gly-Phe(1-)	CHEBI:140739	c	C16H21N3O6
M_glu5p		L-Glutamate 5-phosphate(2-)	CHEBI:17798	c | m	C5H8NO7P
M_glu5sa		L-Glutamate 5-semialdehyde	CHEBI:17232	c | m	C5H9NO3
M_gluala		5-L-Glutamyl-L-alanine	CHEBI:50619	c	C8H13N2O5
M_glucys		gamma-L-Glutamyl-L-cysteine	CHEBI:17515;CHEBI:39975	c	C8H13N2O5S
M_glutaconyl_coa		glutaconyl-CoA(5-)	CHEBI:15497	c	C26H35N7O19P3S
M_glutcoa		Glutaryl-CoA(5-)	CHEBI:15524;CHEBI:5436	c | m | n	C26H37N7O19P3S
M_glx		Glyoxylate	CHEBI:16891;CHEBI:42767	c | m | n	C2HO3
M_gly		Glycine	CHEBI:15428;CHEBI:57305;CHEBI:42964	c | e | m	C2H5NO2
M_glyald		D-Glyceraldehyde	CHEBI:17378	c | m | n	C3H6O3
M_glyb		Glycine betaine	CHEBI:17750	c | e | m	C5H11NO2
M_glyc		Glycerol	CHEBI:42998;CHEBI:17754	c | e | m	C3H8O3
M_glyc_R		D-glycerate	CHEBI:32398	c | m	C3H5O4
M_glyc3p		Glycerol 3-phosphate(2-)	CHEBI:15978	c | m	C3H7O6P
M_glyclt		glycolate	CHEBI:17497	c | e | n	C2H3O3
M_glyglygly		glycyl-glycyl-glycine	CHEBI:63961	c	C6H11N3O4
M_gmp		GMP(2-)	CHEBI:17345	c | m | n	C10H12N5O8P
M_grdp		Geranyl diphosphate(3-)	CHEBI:17211	c	C10H17O7P2
M_gsn		Guanosine	CHEBI:42847;CHEBI:16750	c | e | m | n	C10H13N5O5
M_gthox		Oxidized glutathione(2-)	CHEBI:17858	c | e | m	C20H30N6O12S2
M_gthrd		Reduced glutathione	CHEBI:16856	c | e | m | n	C10H16N3O6S
M_gtp		GTP(4-)	CHEBI:15996	c | m | n	C10H12N5O14P3
M_gua		Guanine	CHEBI:16235	c | e | m | n	C5H5N5O
M_gullac		L-gulono-1,4-lactone	CHEBI:58198;CHEBI:17587;CHEBI:6236	c	C6H10O6
M_guln		L-Gulonate	CHEBI:16154	c	C6H11O7
M_h2co3		carbonic acid	CHEBI:28976	c | m | n	H2CO3
M_h2o		H2O	CHEBI:15377	c | e | m | n	H2O
M_h2o2		Hydrogen peroxide	CHEBI:16240;CHEBI:44812	c | e | m | n	H2O2
M_h2s		Hydrogen sulfide	CHEBI:16136	c | m	H2S
M_hbas_3		hbas#3(1-)	CHEBI:79321	c	C22H29O8
M_hco3		Bicarbonate	CHEBI:28976	c | e | m | n	HCO3
M_hcys__L	M_hcys_L	L-homocysteine	CHEBI:17588	c | n	C4H9NO2S
M_hexdp		all-trans-hexaprenyl diphosphate(3-)	CHEBI:17528;CHEBI:22343;CHEBI:10192	c	C30H49O7P2
M_hgentis		Homogentisate	CHEBI:44747	c | n	C8H7O4
M_his__L	M_his_L	L-histidine	CHEBI:15971	c | e | m	C6H9N3O2
M_hista		Histamine	CHEBI:43187;CHEBI:18295	c | e	C5H10N3
M_hLkynr		3-Hydroxy-L-kynurenine	CHEBI:17380	c	C10H12N2O4
M_hmgcoa		Hydroxymethylglutaryl-CoA(5-)	CHEBI:15467	c | m	C27H39N7O20P3S
M_hmgth		S-hydroxymethylglutathione	CHEBI:48926	c	C11H18N3O7S
M_homoval		homovanillate	CHEBI:545959	c	C9H9O4
M_hpglu		tetrahydropteroyltri-L-glutamate(4-)	CHEBI:17420	c	C29H33N9O12
M_hpyr		Hydroxypyruvate	CHEBI:30841	c | m	C3H3O4
M_hxan		Hypoxanthine	CHEBI:17368;CHEBI:43237	c | e | n	C5H4N4O
M_hxdcal		Hexadecanal	CHEBI:17600	c	C16H32O
M_hyptaur		Hypotaurine	CHEBI:16668	c	C2H7NO2S
M_ibcoa		Isobutyryl-CoA(4-)	CHEBI:15479	c | m	C25H38N7O17P3S
M_ica		indole-3-carboxylate	CHEBI:24809	c	C9H6NO2
M_icas_1		icas#1(1-)	CHEBI:79051	c	C22H28NO7
M_icas_10		icas#10(1-)	CHEBI:79029	c	C24H32NO7
M_icas_3		icas#3(1-)	CHEBI:79052	c	C24H30NO7
M_icas_7		icas#7(1-)	CHEBI:79023	c	C22H26NO7
M_icas_9		icas#9(1-)	CHEBI:79028	c	C20H24NO7
M_icit		Isocitrate(3-)	CHEBI:151	c | m | n	C6H5O7
M_id3acald		Indole-3-acetaldehyde	CHEBI:18086	c | m	C10H9NO
M_idp		IDP(3-)	CHEBI:17808	c | n	C10H11N4O11P2
M_ile__L	M_ile_L	L-isoleucine	CHEBI:17191;CHEBI:43443;CHEBI:43290	c | e | m	C6H13NO2
M_imp		IMP(2-)	CHEBI:17202	c | n	C10H11N4O8P
M_ind3ac		Indole-3-acetate	CHEBI:16411	c | e | m	C10H8NO2
M_ind56qn		Indole-5,6-quinone	CHEBI:5912;CHEBI:27406	c	C8H5NO2
M_inost		myo-Inositol	CHEBI:17268	c | e | n	C6H12O6
M_ins		Inosine	CHEBI:44407;CHEBI:17596	c | e | m | n	C10H12N4O5
M_ipdp		Isopentenyl diphosphate(3-)	CHEBI:16584	c | n	C5H9O7P2
M_itp		ITP(4-)	CHEBI:16039	c | n	C10H11N4O14P3
M_ivcoa		Isovaleryl-CoA(4-)	CHEBI:15487	c | m	C26H40N7O17P3S
M_kynate		kynurenate	CHEBI:18344	c	C10H6NO3
M_L_dpchrm		L-dopachrome	CHEBI:15772	c	C9H6NO4
M_L2aadp		L-2-Aminoadipate	CHEBI:37023	c | m	C6H10NO4
M_L2aadp6sa		L-2-Aminoadipate 6-semialdehyde	CHEBI:17917	c | m	C6H11NO3
M_lac__D	M_lac_D	(R)-Lactate	CHEBI:42111	c | e | m | n	C3H5O3
M_lac__L	M_lac_L	L-lactate	CHEBI:42111;CHEBI:422	c | e | m	C3H5O3
M_LalaLglu		L-Ala-L-Glu(1-)	CHEBI:61565	c	C8H13N2O5
M_lald_D		D-Lactaldehyde	CHEBI:340;CHEBI:18683;CHEBI:17167	c	C3H6O2
M_lcts		Lactose	CHEBI:6353	c | e	C12H22O11
M_Lcyst		L-Cysteate	CHEBI:17285	c | m	C3H6NO5S
M_leu__L	M_leu_L	L-leucine	CHEBI:15603;CHEBI:43646	c | e | m	C6H13NO2
M_leuktrA4		Leukotriene A4(1-)	CHEBI:15651	c	C20H29O3
M_leuktrB4		Leukotriene B4(1-)	CHEBI:15647;CHEBI:63981	c	C20H31O4
M_leuktrB4woh		w-hydroxyl leukotriene B4	CHEBI:15646;CHEBI:1293	c	C20H31O5
M_Lfmkynr		L-Formylkynurenine	CHEBI:30249;CHEBI:58629	c	C11H12N2O4
M_LgluDala		Gamma-L-glutamyl-D-alanine	CHEBI:16834	c	C8H13N2O5
M_lgt_S		(R)-S-lactoylglutathionate	CHEBI:15694	c | m | n	C13H20N3O8S
M_lipa_BAC		KDO(2)-lipid (A) (6-, bacteria)	CHEBI:27963	c | e	C110H196N2O39P2
M_lipoamp		lipoyl-AMP(1-)	CHEBI:55451	c	C18H25N5O8PS2
M_lipoate		(R)-lipoate	CHEBI:30314	c | e	C8H13O2S2
M_Lkynr		L-Kynurenine	CHEBI:16946	c	C10H12N2O3
M_lnlccrn	M_lnlccrn	O-linoleoyl-L-carnitine	CHEBI:84098	c | m	C25H45NO4
M_long_fatacid		long-chain fatty acid anion	CHEBI:15904	c | n	CO2R
M_lpglyc		1-Acyl-sn-glycero-3-phosphoglycerol(1-)	CHEBI:62747	c | e	C7H14O9PR
M_lphol		lophenol	CHEBI:18378	c	C28H48O
M_lthstrl		Lathosterol	CHEBI:17168	c	C27H46O
M_lthstrone		lathosterone	CHEBI:71550	c	C27H44O
M_lxhexll		L-xylo-hex-2-ulono-1,4-lactone	CHEBI:73681	c	C6H8O6
M_lys__L	M_lys_L	L-lysine	CHEBI:18019	c | e | m | n	C6H15N2O2
M_mal__L	M_mal_L	L-Malate(2-)	CHEBI:30797	c | e | m	C4H4O5
M_malt		Maltose	CHEBI:18147;CHEBI:10431	c | e	C12H22O11
M_malttr		maltotetraose	CHEBI:28460	c	C24H42O21
M_man		D-Mannose	CHEBI:4208;CHEBI:14575	c | e | m | n	C6H12O6
M_man1p		D-Mannose 1-phosphate(2-)	CHEBI:18205	c | m | n	C6H11O9P
M_man6p		D-Mannose 6-phosphate(2-)	CHEBI:48066	c | m | n	C6H11O9P
M_mar		Maradolipid	CHEBI:139545	c	C14H20O13R2
M_mbas_10		mbas#10(1-)	CHEBI:79129	c	C20H33O7
M_mbas_3		mbas#3(1-)	CHEBI:79128	c	C20H31O7
M_mdascb		monodehydroascorbate	CHEBI:16504	c	C6H6O6
M_melib		Melibiose	CHEBI:4808	c | e	C12H22O11
M_meoh		Methanol	CHEBI:17790	c | e	CH4O
M_mercplac		3-Mercaptolactate	CHEBI:1572;CHEBI:28580	c	C3H5O3S
M_mercppyr		Mercaptopyruvate	CHEBI:16208	c | m	C3H3O3S
M_met__L	M_met_L	L-Methionine	CHEBI:16643	c | e | m | n	C5H11NO2S
M_methamp		N-Methylethanolamine phosphate	CHEBI:7314;CHEBI:16463	c	C3H9NO4P
M_metsel		Methylselenol	CHEBI:64685	c	CH4Se
M_mev_R		(R)-mevalonate	CHEBI:25351;CHEBI:17710	c	C6H11O4
M_mhista		N-Methylhistamine	CHEBI:29009	c | e	C6H12N3
M_mhpglu		5-methyltetrahydropteroyltri-L-glutamate(4-)	CHEBI:17614	c	C30H35N9O12
M_mi13456p		1D-myo-Inositol 1,3,4,5,6-pentakisphosphate(10-)	CHEBI:16322	c | n	C6H7O21P5
M_mi1345p		1D-myo-Inositol 1,3,4,5-tetrakisphosphate(8-)	CHEBI:16783	c | n	C6H8O18P4
M_mi1346p		D-myo-inositol (1,3,4,6)-tetrakisphosphate(8-)	CHEBI:16155	c	C6H8O18P4
M_mi134p		1D-myo-Inositol 1,3,4-trisphosphate(6-)	CHEBI:43378;CHEBI:18228	c	C6H9O15P3
M_mi1456p		D-myo-inositol (1,4,5,6)-tetrakisphosphate(8-)	CHEBI:811;CHEBI:16067	c | n	C6H8O18P4
M_mi145p		1D-myo-Inositol 1,4,5-trisphosphate(6-)	CHEBI:16595	c | m | n	C6H9O15P3
M_mi14p		1D-myo-Inositol 1,4-bisphosphate(4-)	CHEBI:17816	c	C6H10O12P2
M_mi1p_D		1D-myo-Inositol 1-phosphate(2-)	CHEBI:818;CHEBI:18297	c	C6H11O9P
M_mi3p_D		1D-myo-Inositol 3-phosphate(2-)	CHEBI:814;CHEBI:18169	c	C6H11O9P
M_mi4p_D		1D-myo-Inositol 4-phosphate (2-)	CHEBI:18384	c	C6H11O9P
M_minohp		phytate(12-)	CHEBI:10603;CHEBI:17401	c | n	C6H6O24P6
M_mlclpn		1-monolysocardiolipin(2-)	CHEBI:65106	m	C12H17O16P2R3
M_mlthf		(6R)-5,10-methylenetetrahydrofolic acid	CHEBI:10925;CHEBI:1989	c | m | n	C20H23N7O6
M_mm		methylmalonate(2-)	CHEBI:42270;CHEBI:30860	c | m	C4H4O4
M_mmcoa_R		(R)-methylmalonyl-CoA(5-)	CHEBI:15465	c | m	C25H35N7O19P3S
M_mmcoa_S		(S)-methylmalonyl-CoA(5-)	CHEBI:15466	c | m	C25H35N7O19P3S
M_mmtsa		methylmalonate-semialdehyde	CHEBI:27821	c | m	C4H6O3 | C4H5O3
M_mn		beta-D-Manp-(1-4)-beta-D-GlcpNAc	CHEBI:71553	c | m	C14H25NO11
M_mobd		Molybdate	CHEBI:25371	c | e | n	MoO4
M_mpt		molybdopterin(3-)	CHEBI:6969;CHEBI:44074	c | n	C10H11N5O6PS2
M_mptamp		adenylyl-molybdopterin(3-)	CHEBI:62728	c | n	C20H23N10O12P2S2
M_msa		Malonate semialdehyde	CHEBI:17960	c | m	C3H3O3
M_mthgxl		Methylglyoxal	CHEBI:17158	c | e | m	C3H4O2
M_mtpp		3-methylthiopropionate	CHEBI:1438	c	C4H7O2S
M_n4abutn		N4-Acetylaminobutanal	CHEBI:7386	c | m	C6H11NO2
M_nac		Nicotinate	CHEBI:15940	c | e | m	C6H4NO2
M_nadh		Nicotinamide adenine dinucleotide - reduced	CHEBI:16908	c | m | n	C21H27N7O14P2
M_nadp		Nicotinamide adenine dinucleotide phosphate	CHEBI:44409	c | m | n	C21H25N7O17P3
M_nadph		Nicotinamide adenine dinucleotide phosphate - reduced	CHEBI:16474	c | m | n	C21H26N7O17P3
M_naglc2p		N-Acetyl-D-glucosaminyldiphosphodolichol	CHEBI:18278	c	(C5H8)n.C28H49NO12P2
M_ncam		Nicotinamide	CHEBI:17154	c | e | n	C6H6N2O
M_Nforglu		N-Formyl-L-glutamate(2-)	CHEBI:48309;CHEBI:21711	c	C6H7NO5
M_nformanth		N-Formylanthranilate	CHEBI:36575	c	C8H6NO3
M_nh3		Ammonia	CHEBI:16134	c | e | m | n	H3N
M_nh4		Ammonium	CHEBI:16134	c | e | m	H4N
M_nhoxmox		3-nonaprenyl-4-hydroxy-5-methoxybenzoate	CHEBI:62790	m	C53H79O4
M_nicrns		Nicotinate D-ribonucleoside	CHEBI:58527	c	C11H13NO6
M_nmlamp		N-methylethanolamine phosphate	CHEBI:7314;CHEBI:16463	c | m	C3H9NO4P
M_nmn		NMN	CHEBI:16171	c | e | m | n	C11H14N2O8P
M_nmp		nucleoside monophosphate	CHEBI:17188	c | m | n	C5H10O7PR
M_nonadp		all-trans-Nonaprenyl diphosphate(3-)	CHEBI:18144	c | m	C45H73O7P2
M_npddhoxb		3-nonaprenyl-4,5-dihydroxybenzoate	CHEBI:62788	m	C52H77O4
M_npmmoxbq		2-nonaprenyl-3-methyl-6-methoxy-1,4-benzoquinol	CHEBI:84531	m	C53H82O3
M_npmoxbq		2-nonaprenyl-6-methoxy-1,4-benzoquinol	CHEBI:84529	m	C52H80O3
